detail_type_code,snomed_code,name_en,specimen_type_code,sub_type_name,is_active
SP-16210451000119109,16210451000119109,"Specimen from bone obtained by curettage",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119398007,119398007,"Specimen from brain",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-127456000,127456000,"Specimen from breast",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119391001,119391001,"Specimen from bronchus",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119367005,119367005,"Specimen from burn injury",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-734442008,734442008,"Specimen from calf of leg",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-399436000,399436000,"Specimen from central nervous system",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-443498007,443498007,"Specimen from cerebellum",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-702701006,702701006,"Specimen from cervix or vagina",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119382000,119382000,"Specimen from colon",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119401005,119401005,"Specimen from conjunctiva",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119400006,119400006,"Specimen from cornea",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-16212851000119106,16212851000119106,"Specimen from corneal ulcer",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-440136004,440136004,"Specimen from cranium",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-16212931000119109,16212931000119109,"Specimen from cranium bone obtained by craniotomy",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119368000,119368000,"Specimen from cyst",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-363311008,363311008,"Specimen from digestive system",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-734422004,734422004,"Specimen from duodenal mucosa",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-16210491000119104,16210491000119104,"Specimen from endocervix obtained by curettage",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-608868000,608868000,"Specimen from endocrine gland",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119396006,119396006,"Specimen from endometrium",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-122703009,122703009,"Specimen from endometrium obtained by curettage",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-122707005,122707005,"Specimen from endometrium obtained by pelvic exenteration",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-734333000,734333000,"Specimen from epidermoid cyst",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-127463000,127463000,"Specimen from esophagus",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-396481000,396481000,"Specimen from explanted liver",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-399460001,399460001,"Specimen from extrahepatic bile duct",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119399004,119399004,"Specimen from eye",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-399443006,399443006,"Specimen from eye obtained by complete exenteration",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-396928004,396928004,"Specimen from eye obtained by enucleation",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-399735000,399735000,"Specimen from eye obtained by limited exenteration",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-433324003,433324003,"Specimen from eye region",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-127476006,127476006,"Specimen from fallopian tube",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-122721007,122721007,"Specimen from fallopian tube obtained by pelvic exenteration",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-608870009,608870009,"Specimen from female genital tract",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119370009,119370009,"Specimen from fistula",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-449446003,449446003,"Specimen from gallbladder",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-127465007,127465007,"Specimen from gastrointestinal tract",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119344008,119344008,"Specimen from genital system",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-29031000087105,29031000087105,"Specimen from graft",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-430220009,430220009,"Specimen from head and neck structure",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-127462005,127462005,"Specimen from heart",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119388001,119388001,"Specimen from internal nose",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-438960000,438960000,"Specimen from intervertebral disc",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-734307008,734307008,"Specimen from jejunostomy stoma",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-127473003,127473003,"Specimen from kidney",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119381007,119381007,"Specimen from large intestine",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-430144001,430144001,"Specimen from larynx",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-735198008,735198008,"Specimen from left breast",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119385003,119385003,"Specimen from left fallopian tube",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-16223651000119107,16223651000119107,"Specimen from ligated fallopian tube",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-430133009,430133009,"Specimen from lip",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119383005,119383005,"Specimen from liver",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-608840004,608840004,"Specimen from lower gastrointestinal tract",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-430214008,430214008,"Specimen from lower limb",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-127458004,127458004,"Specimen from lung",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-397438005,397438005,"Specimen from lymph node obtained by staging laparotomy",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-443458005,443458005,"Specimen from male breast",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-420548004,420548004,"Specimen from mass",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-734342007,734342007,"Specimen from mass of anterior mediastinum",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-734419001,734419001,"Specimen from mass of axillary lymph node",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-734343002,734343002,"Specimen from mass of breast",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-734420007,734420007,"Specimen from mass of inguinal lymph node",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-734421006,734421006,"Specimen from mass of mediastinal lymph node",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-734337004,734337004,"Specimen from mass of nasopharynx",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-734341000,734341000,"Specimen from mass of posterior mediastinum",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-734375004,734375004,"Specimen from mass of retroperitoneum",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-734417004,734417004,"Specimen from mass of thoracic cavity",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-429836002,429836002,"Specimen from maxillary sinus obtained by irrigation",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-433326001,433326001,"Specimen from mediastinum",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-430157009,430157009,"Specimen from meninges",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-433322004,433322004,"Specimen from mesentery",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-430245007,430245007,"Specimen from nasal fossae",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-430238007,430238007,"Specimen from nasal sinus",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-430248009,430248009,"Specimen from nasopharyngeal structure",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-430236006,430236006,"Specimen from nerve",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-608852006,608852006,"Specimen from nervous system",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-447154002,447154002,"Specimen from nose",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-433309007,433309007,"Specimen from omentum",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-128155007,128155007,"Specimen from ovary",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-122711004,122711004,"Specimen from ovary obtained by removal of tumor in fragments",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-127469001,127469001,"Specimen from pancreas",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119299002,119299002,"Specimen from patient",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-397135002,397135002,"Specimen from pelvic lymph node",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119397002,119397002,"Specimen from penis",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-430244006,430244006,"Specimen from pericardium",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-423671006,423671006,"Specimen from peritoneal tumor implant",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-430250001,430250001,"Specimen from peritoneum",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-443241002,443241002,"Specimen from pineal gland",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-127459007,127459007,"Specimen from pleura",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-122619005,122619005,"Specimen from pleura obtained by thoracentesis",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-122620004,122620004,"Specimen from pleura obtained by thoracoscopic procedure",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119386002,119386002,"Specimen from prostate",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-122724004,122724004,"Specimen from prostate obtained by enucleation",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-447955000,447955000,"Specimen from rectum",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-397233003,397233003,"Specimen from renal pelvis",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-399603006,399603006,"Specimen from retina obtained by complete exenteration of eye",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-399512001,399512001,"Specimen from retina obtained by enucleation of eye",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-399640003,399640003,"Specimen from retina obtained by limited exenteration of eye",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-433323009,433323009,"Specimen from retroperitoneum",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-735197003,735197003,"Specimen from right breast",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119384004,119384004,"Specimen from right fallopian tube",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-734335007,734335007,"Specimen from scar",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-734334006,734334006,"Specimen from sebaceous cyst",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-441709004,441709004,"Specimen from sentinel lymph node",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-16235301000119101,16235301000119101,"Specimen from sentinel lymph node of breast",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-608969007,608969007,"Specimen from skin",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-309067007,309067007,"Specimen from skin obtained by curettage",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-16222251000119102,16222251000119102,"Specimen from skin obtained by Mohs surgery, permanent section",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119380008,119380008,"Specimen from small intestine",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-430234009,430234009,"Specimen from spermatic cord",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-430221008,430221008,"Specimen from spinal cord",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-433308004,433308004,"Specimen from spleen",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119379005,119379005,"Specimen from stomach",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-430132004,430132004,"Specimen from sympathetic nerve ganglion",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-128154006,128154006,"Specimen from testis",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-443418008,443418008,"Specimen from thoracic cavity",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-397457001,397457001,"Specimen from thoracic mesothelium",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-397458006,397458006,"Specimen from thoracic mesothelium obtained by open thoracotomy",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119389009,119389009,"Specimen from throat",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-396896007,396896007,"Specimen from thymus gland",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-396904001,396904001,"Specimen from thymus gland obtained by limited thoracotomy",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-396898008,396898008,"Specimen from thymus gland obtained by thoracotomy",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-396906004,396906004,"Specimen from thymus gland obtained by video assisted thoracotomy",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-399680007,399680007,"Specimen from thyroid",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-430249001,430249001,"Specimen from tongue",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-430222001,430222001,"Specimen from tonsil",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119390000,119390000,"Specimen from trachea",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-430232008,430232008,"Specimen from trunk",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-430228002,430228002,"Specimen from tunica of testis",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119369008,119369008,"Specimen from ulcer",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-430304001,430304001,"Specimen from unspecified body site",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-608842007,608842007,"Specimen from upper gastrointestinal tract",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-430246008,430246008,"Specimen from upper limb",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-399402006,399402006,"Specimen from ureter",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119393003,119393003,"Specimen from urethra",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-450872001,450872001,"Specimen from urinary bladder",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-122669002,122669002,"Specimen from urinary bladder obtained by anterior exenteration",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-127471001,127471001,"Specimen from urinary tract",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119395005,119395005,"Specimen from uterine cervix",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-122702004,122702004,"Specimen from uterine cervix obtained by pelvic exenteration",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-127479004,127479004,"Specimen from uterus",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-399751008,399751008,"Specimen from uterus obtained by dilation and curettage",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-122697008,122697008,"Specimen from uterus obtained by pelvic exenteration",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-399499009,399499009,"Specimen from uvea obtained by complete exenteration of eye",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-399559008,399559008,"Specimen from uvea obtained by enucleation of eye",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-399467003,399467003,"Specimen from uvea obtained by limited exenteration of eye",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119394009,119394009,"Specimen from vagina",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-438542005,438542005,"Specimen from vagus nerve",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-397129002,397129002,"Specimen from vulva",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119324002,119324002,"Specimen of unknown material",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-442524009,442524009,"a.m. specimen",OTHER,"Belum spesifik",false
SP-1003517007,1003517007,"Freeze dried specimen",OTHER,"Belum spesifik",false
SP-258613004,258613004,"Living specimen",OTHER,"Belum spesifik",false
SP-442219007,442219007,"p.m. specimen",OTHER,"Belum spesifik",false
SP-712559006,712559006,"Seventy minutes specimen",OTHER,"Belum spesifik",false
SP-371780008,371780008,"Specimen for identification",OTHER,"Belum spesifik",false
SP-712562009,712562009,"Twenty four hours specimen",OTHER,"Belum spesifik",false
SP-712560001,712560001,"Two hours specimen",OTHER,"Belum spesifik",false
