detail_type_code,snomed_code,name_en,specimen_type_code,sub_type_name,is_active
SP-431884001,431884001,"Specimen from gallbladder obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-16215811000119101,16215811000119101,"Specimen from groin obtained by fine needle aspiration",ASPIRATE,"Aspirat",true
SP-431886004,431886004,"Specimen from head and neck structure obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-122626005,122626005,"Specimen from heart obtained by fine needle aspiration procedure",ASPIRATE,"Aspirat",true
SP-1237234002,1237234002,"Specimen from hemorrhagic ovarian cyst obtained by aspiration",ASPIRATE,"Aspirat",true
SP-16215771000119101,16215771000119101,"Specimen from inguinal lymph node obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-734426001,734426001,"Specimen from jejunum obtained by aspiration",ASPIRATE,"Aspirat",true
SP-432419006,432419006,"Specimen from joint obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-122671002,122671002,"Specimen from kidney obtained by fine needle aspiration procedure",ASPIRATE,"Aspirat",true
SP-446675002,446675002,"Specimen from knee joint obtained by aspiration",ASPIRATE,"Aspirat",true
SP-432864003,432864003,"Specimen from large intestine obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-432865002,432865002,"Specimen from larynx obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-16215651000119101,16215651000119101,"Specimen from left lower lobe of lung obtained by bronchial aspiration procedure",ASPIRATE,"Aspirat",true
SP-16214451000119102,16214451000119102,"Specimen from left lung obtained by fine needle aspiration procedure",ASPIRATE,"Aspirat",true
SP-16215531000119108,16215531000119108,"Specimen from left upper lobe of lung obtained by bronchial aspiration procedure",ASPIRATE,"Aspirat",true
SP-433115004,433115004,"Specimen from lip obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-16216171000119108,16216171000119108,"Specimen from liver obtained by aspiration",ASPIRATE,"Aspirat",true
SP-433116003,433116003,"Specimen from liver obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-16213731000119100,16213731000119100,"Specimen from liver obtained by needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-16216251000119106,16216251000119106,"Specimen from lung obtained by aspiration",ASPIRATE,"Aspirat",true
SP-122614000,122614000,"Specimen from lung obtained by fine needle aspiration procedure",ASPIRATE,"Aspirat",true
SP-34141000087102,34141000087102,"Specimen from lymph node obtained by endobronchial ultrasound guided transbronchial fine needle aspiration",ASPIRATE,"Aspirat",true
SP-432382007,432382007,"Specimen from lymph node obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-34151000087104,34151000087104,"Specimen from mass obtained by endobronchial ultrasound guided transbronchial fine needle aspiration",ASPIRATE,"Aspirat",true
SP-432144006,432144006,"Specimen from mediastinum obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-434140003,434140003,"Specimen from mesentery obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-432607005,432607005,"Specimen from mouth obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-433859006,433859006,"Specimen from nasal fossae obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-433861002,433861002,"Specimen from nasal sinus obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-431405008,431405008,"Specimen from ovary obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-431406009,431406009,"Specimen from pancreas obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-432141003,432141003,"Specimen from parathyroid obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-441695007,441695007,"Specimen from parotid gland obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-441906003,441906003,"Specimen from pelvic structure obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-432143000,432143000,"Specimen from penis obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-432982004,432982004,"Specimen from peritoneum obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-447391001,447391001,"Specimen from pharynx obtained by aspiration",ASPIRATE,"Aspirat",true
SP-432983009,432983009,"Specimen from pituitary gland obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-122618002,122618002,"Specimen from pleura obtained by fine needle aspiration procedure",ASPIRATE,"Aspirat",true
SP-441884004,441884004,"Specimen from prostate obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-433118002,433118002,"Specimen from retroperitoneum obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-16215611000119102,16215611000119102,"Specimen from right lower lobe of lung obtained by bronchial aspiration procedure",ASPIRATE,"Aspirat",true
SP-16214491000119107,16214491000119107,"Specimen from right lung obtained by fine needle aspiration procedure",ASPIRATE,"Aspirat",true
SP-16215571000119106,16215571000119106,"Specimen from right middle lobe of lung obtained by bronchial aspiration procedure",ASPIRATE,"Aspirat",true
SP-16215691000119106,16215691000119106,"Specimen from right upper lobe of lung obtained by bronchial aspiration procedure",ASPIRATE,"Aspirat",true
SP-432134009,432134009,"Specimen from skin obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-432135005,432135005,"Specimen from small intestine obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-16221891000119102,16221891000119102,"Specimen from soft tissue mass lesion obtained by fine needle aspiration",ASPIRATE,"Aspirat",true
SP-441810001,441810001,"Specimen from soft tissue obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-431696005,431696005,"Specimen from spermatic cord obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-432383002,432383002,"Specimen from spleen obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-432384008,432384008,"Specimen from stomach obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-441876003,441876003,"Specimen from sublingual gland obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-441749007,441749007,"Specimen from submandibular gland obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-441710009,441710009,"Specimen from testis obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-396899000,396899000,"Specimen from thymus gland obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-432985002,432985002,"Specimen from tongue obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-445447003,445447003,"Specimen from trachea obtained by aspiration",ASPIRATE,"Aspirat",true
SP-431235004,431235004,"Specimen from trachea obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-431888003,431888003,"Specimen from unspecified body site obtained by fine needle aspiration",ASPIRATE,"Aspirat",true
SP-432420000,432420000,"Specimen from ureter obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-433120004,433120004,"Specimen from urethra obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-432060008,432060008,"Specimen from uterus obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-447392008,447392008,"Specimen from vagina obtained by aspiration",ASPIRATE,"Aspirat",true
SP-432136006,432136006,"Specimen from vulva obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-119295008,119295008,"Specimen obtained by aspiration",ASPIRATE,"Aspirat",true
SP-446305008,446305008,"Specimen obtained by aspiration via tracheostomy",ASPIRATE,"Aspirat",true
SP-441903006,441903006,"Specimen obtained by bronchial aspiration",ASPIRATE,"Aspirat",true
SP-122550002,122550002,"Specimen obtained by fine needle aspiration procedure",ASPIRATE,"Aspirat",true
SP-446299006,446299006,"Specimen obtained by transbronchial aspiration",ASPIRATE,"Aspirat",true
SP-16216131000119105,16216131000119105,"Specimen obtained from pouch of Douglas by aspiration",ASPIRATE,"Aspirat",true
SP-258576008,258576008,"Suprapubic aspirate specimen",ASPIRATE,"Aspirat",true
SP-16223971000119109,16223971000119109,"Synovial fluid specimen obtained by fine needle aspiration procedure",ASPIRATE,"Aspirat",true
SP-309146009,309146009,"Thyroid fine needle aspirate specimen",ASPIRATE,"Aspirat",true
SP-258480001,258480001,"Transtracheal aspirate specimen",ASPIRATE,"Aspirat",true
SP-16223931000119106,16223931000119106,"Vitreous humor specimen obtained by fine needle aspiration procedure",ASPIRATE,"Aspirat",true
SP-57711000052109,57711000052109,"Specimen obtained by puncture procedure",ASPIRATE,"Pungsi",true
SP-309176002,309176002,"Bronchial brushings specimen",CYTOLOGY,"Brushing",true
SP-16213691000119107,16213691000119107,"Common bile duct brushings specimen",CYTOLOGY,"Brushing",true
SP-16216091000119108,16216091000119108,"Duodenal brushings specimen",CYTOLOGY,"Brushing",true
SP-718684005,718684005,"Endocervical brush specimen",CYTOLOGY,"Brushing",true
SP-309210009,309210009,"Esophageal brushings specimen",CYTOLOGY,"Brushing",true
SP-309213006,309213006,"Gastric brushings specimen",CYTOLOGY,"Brushing",true
SP-16212371000119106,16212371000119106,"Kidney brushings specimen",CYTOLOGY,"Brushing",true
SP-309261004,309261004,"Sigmoid colon brushings specimen",CYTOLOGY,"Brushing",true
SP-16223771000119107,16223771000119107,"Specimen from diaphragm obtained by brushing",CYTOLOGY,"Brushing",true
SP-16212451000119108,16212451000119108,"Specimen from left lower lobe of lung obtained by bronchial brushings procedure",CYTOLOGY,"Brushing",true
SP-16212491000119103,16212491000119103,"Specimen from left upper lobe of lung obtained by bronchial brushings procedure",CYTOLOGY,"Brushing",true
SP-16212531000119103,16212531000119103,"Specimen from right lower lobe of lung obtained by bronchial brushings procedure",CYTOLOGY,"Brushing",true
SP-16212571000119100,16212571000119100,"Specimen from right middle lobe of lung obtained by bronchial brushings procedure",CYTOLOGY,"Brushing",true
SP-16212411000119107,16212411000119107,"Specimen from right upper lobe of lung obtained by bronchial brushings procedure",CYTOLOGY,"Brushing",true
SP-110904004,110904004,"Accessory sinus cytologic material",CYTOLOGY,"Material sitologi",true
SP-110967008,110967008,"Amnion cytologic material",CYTOLOGY,"Material sitologi",true
SP-430389009,430389009,"Amniotic fluid cytologic material",CYTOLOGY,"Material sitologi",true
SP-116155002,116155002,"Ampulla of Vater cytologic material",CYTOLOGY,"Material sitologi",true
SP-110963007,110963007,"Anal cytologic material",CYTOLOGY,"Material sitologi",true
SP-431771004,431771004,"Ascitic fluid cytologic material",CYTOLOGY,"Material sitologi",true
SP-110928002,110928002,"Bile duct cytologic material",CYTOLOGY,"Material sitologi",true
SP-110901007,110901007,"Bone cytologic material",CYTOLOGY,"Material sitologi",true
SP-373103009,373103009,"Breast cytologic material obtained by incisional biopsy",CYTOLOGY,"Material sitologi",true
SP-373101006,373101006,"Breast cytologic material obtained by percutaneous core biopsy",CYTOLOGY,"Material sitologi",true
SP-110899003,110899003,"Breast nipple cytologic material",CYTOLOGY,"Material sitologi",true
SP-430309006,430309006,"Breast nipple discharge cytologic material",CYTOLOGY,"Material sitologi",true
SP-110912007,110912007,"Bronchial cytologic material",CYTOLOGY,"Material sitologi",true
SP-110969006,110969006,"Cerebrospinal fluid cytologic material",CYTOLOGY,"Material sitologi",true
SP-110970007,110970007,"Cerebroventricular fluid cytologic material",CYTOLOGY,"Material sitologi",true
SP-110949001,110949001,"Cervix cytologic material",CYTOLOGY,"Material sitologi",true
SP-110961009,110961009,"Chorion cytologic material",CYTOLOGY,"Material sitologi",true
SP-110956007,110956007,"Colonic cytologic material",CYTOLOGY,"Material sitologi",true
SP-430387006,430387006,"Combined specimen of cytologic material from endocervix, ectocervix, and vaginal fornix",CYTOLOGY,"Material sitologi",true
SP-110893002,110893002,"Cutaneous cytologic material",CYTOLOGY,"Material sitologi",true
SP-48469005,48469005,"Cytologic material",CYTOLOGY,"Material sitologi",true
SP-110922001,110922001,"Cytologic material from left main bronchus",CYTOLOGY,"Material sitologi",true
SP-733105003,733105003,"Cytologic material from lymph node of neck obtained by fine needle aspiration",CYTOLOGY,"Material sitologi",true
SP-733475007,733475007,"Cytologic material from mass of neck obtained by fine needle aspiration",CYTOLOGY,"Material sitologi",true
SP-733476008,733476008,"Cytologic material from neck obtained by fine needle aspiration",CYTOLOGY,"Material sitologi",true
SP-110924000,110924000,"Cytologic material from right main bronchus",CYTOLOGY,"Material sitologi",true
SP-432897002,432897002,"Cytologic material obtained from joint fluid",CYTOLOGY,"Material sitologi",true
SP-430379005,430379005,"Cytologic material obtained from pericardial fluid",CYTOLOGY,"Material sitologi",true
SP-430408004,430408004,"Cytologic material obtained from pleural fluid",CYTOLOGY,"Material sitologi",true
SP-430312009,430312009,"Cytologic material obtained from synovial fluid",CYTOLOGY,"Material sitologi",true
SP-430297000,430297000,"Cytologic material obtained from unspecified body site",CYTOLOGY,"Material sitologi",true
SP-110925004,110925004,"Cytologic material of mouth",CYTOLOGY,"Material sitologi",true
SP-110938007,110938007,"Duodenal cytologic material",CYTOLOGY,"Material sitologi",true
SP-430241003,430241003,"Ear cytologic material",CYTOLOGY,"Material sitologi",true
SP-110951002,110951002,"Endocervical cytologic material",CYTOLOGY,"Material sitologi",true
SP-110955006,110955006,"Endometrium cytologic material",CYTOLOGY,"Material sitologi",true
SP-110941003,110941003,"Epididymis cytologic material",CYTOLOGY,"Material sitologi",true
SP-110907006,110907006,"Epiglottic cytologic material",CYTOLOGY,"Material sitologi",true
SP-110962002,110962002,"Esophageal cytologic material",CYTOLOGY,"Material sitologi",true
SP-370108001,370108001,"Extrahepatic bile duct cytologic material",CYTOLOGY,"Material sitologi",true
SP-430117006,430117006,"Eye region cytologic material",CYTOLOGY,"Material sitologi",true
SP-110957003,110957003,"Fallopian tube cytologic material",CYTOLOGY,"Material sitologi",true
SP-110968003,110968003,"Fetal cytologic material",CYTOLOGY,"Material sitologi",true
SP-116161004,116161004,"Fine needle aspirate of thyroid, cytologic material",CYTOLOGY,"Material sitologi",true
SP-110926003,110926003,"Gallbladder cytologic material",CYTOLOGY,"Material sitologi",true
SP-110936006,110936006,"Gastric cytologic material",CYTOLOGY,"Material sitologi",true
SP-116156001,116156001,"Gastrointestinal tract cytologic material",CYTOLOGY,"Material sitologi",true
SP-116157005,116157005,"Heart cytologic material",CYTOLOGY,"Material sitologi",true
SP-110940002,110940002,"Ileal cytologic material",CYTOLOGY,"Material sitologi",true
SP-110966004,110966004,"Jejunal cytologic material",CYTOLOGY,"Material sitologi",true
SP-110948009,110948009,"Kidney cytologic material",CYTOLOGY,"Material sitologi",true
SP-116158000,116158000,"Large intestine cytologic material",CYTOLOGY,"Material sitologi",true
SP-110908001,110908001,"Laryngeal cytologic material",CYTOLOGY,"Material sitologi",true
SP-110923006,110923006,"Left lower lobe bronchus cytologic material",CYTOLOGY,"Material sitologi",true
SP-110917001,110917001,"Left pleural cytologic material",CYTOLOGY,"Material sitologi",true
SP-110918006,110918006,"Left upper lobe bronchus cytologic material",CYTOLOGY,"Material sitologi",true
SP-431058008,431058008,"Lip cytologic material",CYTOLOGY,"Material sitologi",true
SP-430346005,430346005,"Liquid based cytologic material",CYTOLOGY,"Material sitologi",true
SP-110927007,110927007,"Liver cytologic material",CYTOLOGY,"Material sitologi",true
SP-110906002,110906002,"Lower respiratory tract cytologic material",CYTOLOGY,"Material sitologi",true
SP-110964001,110964001,"Lower urinary tract cytologic material",CYTOLOGY,"Material sitologi",true
SP-110910004,110910004,"Lung cytologic material",CYTOLOGY,"Material sitologi",true
SP-110898006,110898006,"Lymph node cytologic material",CYTOLOGY,"Material sitologi",true
SP-110894008,110894008,"Mammary cytologic material",CYTOLOGY,"Material sitologi",true
SP-110903005,110903005,"Nasal cytologic material",CYTOLOGY,"Material sitologi",true
SP-110905003,110905003,"Nasopharyngeal cytologic material",CYTOLOGY,"Material sitologi",true
SP-116213003,116213003,"Ovary cytologic material",CYTOLOGY,"Material sitologi",true
SP-110929005,110929005,"Pancreatic cytologic material",CYTOLOGY,"Material sitologi",true
SP-110932008,110932008,"Parotid gland cytologic material",CYTOLOGY,"Material sitologi",true
SP-110931001,110931001,"Penis cytologic material",CYTOLOGY,"Material sitologi",true
SP-110919003,110919003,"Pericardial cytologic material",CYTOLOGY,"Material sitologi",true
SP-110944006,110944006,"Peritoneal cytologic material",CYTOLOGY,"Material sitologi",true
SP-110934009,110934009,"Pharyngeal cytologic material",CYTOLOGY,"Material sitologi",true
SP-110959000,110959000,"Placenta cytologic material",CYTOLOGY,"Material sitologi",true
SP-110913002,110913002,"Pleural cytologic material",CYTOLOGY,"Material sitologi",true
SP-110933003,110933003,"Prostate cytologic material",CYTOLOGY,"Material sitologi",true
SP-110942005,110942005,"Rectal cytologic material",CYTOLOGY,"Material sitologi",true
SP-110943000,110943000,"Renal pelvis cytologic material",CYTOLOGY,"Material sitologi",true
SP-110916005,110916005,"Right lower lobe bronchus cytologic material",CYTOLOGY,"Material sitologi",true
SP-110921008,110921008,"Right middle lobe bronchus cytologic material",CYTOLOGY,"Material sitologi",true
SP-110915009,110915009,"Right pleural cytologic material",CYTOLOGY,"Material sitologi",true
SP-110914008,110914008,"Right upper lobe bronchus cytologic material",CYTOLOGY,"Material sitologi",true
SP-110900008,110900008,"Skeletal muscle cytologic material",CYTOLOGY,"Material sitologi",true
SP-110954005,110954005,"Small intestine cytologic material",CYTOLOGY,"Material sitologi",true
SP-110896005,110896005,"Subcutaneous cytologic material",CYTOLOGY,"Material sitologi",true
SP-110952009,110952009,"Submaxillary gland cytologic material",CYTOLOGY,"Material sitologi",true
SP-110935005,110935005,"Testis cytologic material",CYTOLOGY,"Material sitologi",true
SP-116160003,116160003,"Thyroid cytologic material",CYTOLOGY,"Material sitologi",true
SP-116162006,116162006,"Thyroid cytologic material, processed intraoperatively",CYTOLOGY,"Material sitologi",true
SP-430855004,430855004,"Touch preparation cytologic material",CYTOLOGY,"Material sitologi",true
SP-110920009,110920009,"Tracheal cytologic material",CYTOLOGY,"Material sitologi",true
SP-116159008,116159008,"Upper aerodigestive tract cytologic material",CYTOLOGY,"Material sitologi",true
SP-110902000,110902000,"Upper respiratory tract cytologic material",CYTOLOGY,"Material sitologi",true
SP-110946008,110946008,"Upper urinary tract cytologic material",CYTOLOGY,"Material sitologi",true
SP-110960005,110960005,"Ureter cytologic material",CYTOLOGY,"Material sitologi",true
SP-110965000,110965000,"Urethra cytologic material",CYTOLOGY,"Material sitologi",true
SP-110950001,110950001,"Urinary bladder cytologic material",CYTOLOGY,"Material sitologi",true
SP-110958008,110958008,"Urinary tract cytologic material",CYTOLOGY,"Material sitologi",true
SP-110947004,110947004,"Vagina cytologic material",CYTOLOGY,"Material sitologi",true
SP-110953004,110953004,"Vaginal and cervical cytologic material",CYTOLOGY,"Material sitologi",true
SP-110939004,110939004,"Vas deferens cytologic material",CYTOLOGY,"Material sitologi",true
SP-110909009,110909009,"Vocal cord cytologic material",CYTOLOGY,"Material sitologi",true
SP-110945007,110945007,"Vulva cytologic material",CYTOLOGY,"Material sitologi",true
SP-16216371000119105,16216371000119105,"Anal smear specimen",CYTOLOGY,"Smear",true
SP-309057002,309057002,"Breast direct smear specimen",CYTOLOGY,"Smear",true
SP-258564008,258564008,"Buccal smear specimen",CYTOLOGY,"Smear",true
SP-16216331000119107,16216331000119107,"Cerebrospinal fluid smear specimen",CYTOLOGY,"Smear",true
SP-276446009,276446009,"Cervical smear specimen",CYTOLOGY,"Smear",true
SP-16216411000119106,16216411000119106,"Conjunctival smear specimen",CYTOLOGY,"Smear",true
SP-16215131000119100,16215131000119100,"Endocervical smear specimen",CYTOLOGY,"Smear",true
SP-309202008,309202008,"Gastrointestinal direct smear",CYTOLOGY,"Smear",true
SP-16216291000119101,16216291000119101,"Labia smear specimen",CYTOLOGY,"Smear",true
SP-309204009,309204009,"Liver direct smear specimen",CYTOLOGY,"Smear",true
SP-309177006,309177006,"Lung direct smear specimen",CYTOLOGY,"Smear",true
SP-258488008,258488008,"Lymph node smear",CYTOLOGY,"Smear",true
SP-447339001,447339001,"Nasal smear specimen",CYTOLOGY,"Smear",true
SP-16224251000119106,16224251000119106,"Papanicolaou smear specimen",CYTOLOGY,"Smear",true
SP-258489000,258489000,"Slit skin smear",CYTOLOGY,"Smear",true
SP-258433009,258433009,"Smear specimen",CYTOLOGY,"Smear",true
SP-309148005,309148005,"Thyroid direct smear specimen",CYTOLOGY,"Smear",true
SP-708285007,708285007,"Tissue impression smear specimen",CYTOLOGY,"Smear",true
SP-312494007,312494007,"Vaginal vault smear specimen",CYTOLOGY,"Smear",true
SP-309142006,309142006,"Adrenal biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309494003,309494003,"Ampulla of Vater biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309265008,309265008,"Anal biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-16213411000119100,16213411000119100,"Ascending colon biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309493009,309493009,"Bile duct biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-258415003,258415003,"Biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309273004,309273004,"Bladder biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309105004,309105004,"Bone biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309058007,309058007,"Breast tru-cut biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309174004,309174004,"Bronchial biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309111001,309111001,"Bursa biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309102001,309102001,"Cartilage biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-16213491000119109,16213491000119109,"Cecum biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309283000,309283000,"Cervical biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309225009,309225009,"Colonic biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-16213531000119109,16213531000119109,"Descending colon biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309216003,309216003,"Duodenal biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-258421004,258421004,"Embryo biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-16215731000119104,16215731000119104,"Endocardium biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309209004,309209004,"Esophageal biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309290005,309290005,"Fallopian tube biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309118007,309118007,"Fascia biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309499008,309499008,"Foreskin biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309212001,309212001,"Gastric antral biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309211008,309211008,"Gastric biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309214000,309214000,"Gastric fundus biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-16212691000119100,16212691000119100,"Gingiva biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309217007,309217007,"Ileal biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-16213571000119107,16213571000119107,"Ileocecal valve biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309219005,309219005,"Jejunal biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309124001,309124001,"Joint biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309269002,309269002,"Kidney biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309182004,309182004,"Larynx biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-16213371000119101,16213371000119101,"Left colic flexure biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309115005,309115005,"Ligament biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309483002,309483002,"Lip biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309073008,309073008,"Lipoma biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309203003,309203003,"Liver biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309079007,309079007,"Lymph node biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309181006,309181006,"Mastoid biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309167009,309167009,"Middle ear biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309188000,309188000,"Mouth biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309507001,309507001,"Muscle biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309178001,309178001,"Nasal biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309180007,309180007,"Nasopharyngeal biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309130001,309130001,"Nerve biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309208007,309208007,"Omentum biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309206006,309206006,"Pancreas biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309151003,309151003,"Parathyroid biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309071005,309071005,"Penis skin biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309207002,309207002,"Peritoneal biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309193002,309193002,"Pharyngeal biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309172000,309172000,"Pleura biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309132009,309132009,"Prostate biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309134005,309134005,"Prostate tru-cut biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309262006,309262006,"Rectal biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-16213331000119104,16213331000119104,"Rectosigmoid colon biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-16213451000119104,16213451000119104,"Right colic flexure biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309260003,309260003,"Sigmoid colon biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309066003,309066003,"Skin biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309506005,309506005,"Skin excision biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309505009,309505009,"Skin incision biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309504008,309504008,"Skin punch biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-309074002,309074002,"Soft tissue biopsy specimen",BIOPSY,"Biopsi jaringan",true
SP-396525008,396525008,"Specimen from adrenal gland obtained by needle biopsy",BIOPSY,"Biopsi jaringan",true
SP-122657005,122657005,"Specimen from ampulla of Vater obtained by incisional biopsy",BIOPSY,"Biopsi jaringan",true
SP-16214091000119101,16214091000119101,"Specimen from anterior wall of urinary bladder obtained by biopsy",BIOPSY,"Biopsi jaringan",true
SP-432097003,432097003,"Specimen from artery obtained by biopsy",BIOPSY,"Biopsi jaringan",true
SP-16213011000119107,16213011000119107,"Specimen from bone obtained by core needle biopsy",BIOPSY,"Biopsi jaringan",true
SP-432139004,432139004,"Specimen from brain obtained by biopsy",BIOPSY,"Biopsi jaringan",true
SP-122601001,122601001,"Specimen from breast obtained by biopsy",BIOPSY,"Biopsi jaringan",true
SP-122737001,122737001,"Specimen from breast obtained by core needle biopsy",BIOPSY,"Biopsi jaringan",true
SP-373102004,373102004,"Specimen from breast obtained by image guided core biopsy",BIOPSY,"Biopsi jaringan",true
SP-122739003,122739003,"Specimen from breast obtained by incisional biopsy of breast mass",BIOPSY,"Biopsi jaringan",true
SP-16215091000119102,16215091000119102,"Specimen from bronchus obtained by endobronchial biopsy",BIOPSY,"Biopsi jaringan",true
SP-399551006,399551006,"Specimen from central nervous system obtained by open biopsy",BIOPSY,"Biopsi jaringan",true
SP-399728008,399728008,"Specimen from central nervous system obtained by stereotactically guided core needle biopsy",BIOPSY,"Biopsi jaringan",true
